a,k,k h,Omega_cdm,Omega_b,Omega_m,A_s,h,k_horizon,sigma8,delta_cdm,delta_b,delta_m,delta_prime_cdm,delta_prime_b,delta_prime_m
0.03239969,0.1852542,0.28500646153846154,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-949.940900000000056,-846.3854000000000042,-933.13820900993977,-28638.644097059044725,-28421.630477137776325,-28603.431937432838794
0.03252919,0.03413118,0.05250950769230769,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-265.18430000000000746,-231.84540000000001214,-259.77480234271941667,-7934.818998038661448,-7863.613270557138094,-7923.2653110245044443
0.03256859,0.1332822,0.20504953846153845,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-802.36990000000002965,-727.6755000000000564,-790.2501485441337667,-24121.249627366079949,-23979.225239986306406,-24098.205058084919337
0.03258456,0.02115622,0.03254803076923077,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-162.79920000000001323,-143.27819999999999823,-159.63176484863705505,-4860.8980684685775486,-4807.6025338296067275,-4852.2504505275824203
0.03268139,0.1623685,0.2497976923076923,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-893.41269999999997253,-801.5579000000000178,-878.50853923254881445,-26727.342000331755116,-26548.211575433328107,-26698.276685824205506
0.03270275,0.07605859,0.11701321538461537,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-540.83169999999995525,-480.52649999999999864,-531.0467089498502071,-16145.093657009743765,-16025.035600794437414,-16125.613297014831686
0.03273723,0.2594292,0.39912184615384616,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1142.1820000000000164,-1024.2429999999999382,-1123.0454734738693827,-34110.641296158770274,-33876.05887278418959,-34072.57846056179202
0.03274136,0.09591253,0.14755773846153844,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-650.9070000000000391,-586.8976999999999862,-640.5209897118930175,-19449.571221836318728,-19319.26711375614832,-19428.428359672486275
0.03280559,0.09912409,0.15249859999999998,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-660.36009999999998854,-587.7480000000000473,-648.5782180290824143,-19660.201189202340174,-19503.39765976349372,-19634.758588362097674
0.03284536,0.05154835,0.07930515384615384,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-411.90589999999997417,-379.46570000000002665,-406.64222345693124913,-12301.749672855517929,-12243.01482282944562,-12292.219483388655139
0.03298119,0.04346481,0.06686893846153846,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-352.49959999999998672,-326.10239999999998872,-348.21644753969783068,-10487.05689573800737,-10449.055214492824234,-10480.890825301712714
0.03301489,0.09280277,0.14277349230769232,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-646.6425000000000409,-590.2417000000000371,-637.4910284316893988,-19194.070436192429042,-19090.16623535420149,-19177.211165760109482
0.03323044,0.08687267,0.13365026153846155,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-624.06979999999998654,-575.5466000000000122,-616.19653073425462564,-18429.285701199743926,-18353.822564425667224,-18417.041216181027165
0.03334466,0.04551242,0.07001910769230768,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-373.89220000000000255,-347.77569999999997208,-369.6545933133256036,-11012.285808364234981,-10975.926047842640401,-11006.3861524259499625
